video_1_segment_0| Ama audio libros presenta Aristóteles, la gran morad, narración Artur Mas. | Ama audio libros presenta Aristteles, la gran morad, narracin Artur Mas.
video_1_segment_1107| bastante dueño de sí mismo para no golpear a su padre, no merezca absolutamente la alabanza por haberse obtenido de tan odiosa acción. | bastante dueo de s mismo para no golpear a su padre, no merezca absolutamente la alabanza por haberse obtenido de tan odiosa accin.
video_1_segment_1108| Pero no son la templanza y la intemperancia consideradas en estas condiciones excepcionales de las que tratamos aquí, puesto que sólo son opciones. | Pero no son la templanza y la intemperancia consideradas en estas condiciones excepcionales de las que tratamos aqu, puesto que slo son opciones.
video_1_segment_1109| objetos de nuestro estudio las especies de templanza y de imperancia que nos hacen absolutamente dignos de alabanza o de represión. | objetos de nuestro estudio las especies de templanza y de imperancia que nos hacen absolutamente dignos de alabanza o de represin.
video_1_segment_111| que un triángulo tiene sus tres ángulos iguales a dos rectos, sino el principio de la inmortalidad del alma. En la misma forma se pueden estudiar | que un tringulo tiene sus tres ngulos iguales a dos rectos, sino el principio de la inmortalidad del alma En la misma forma se pueden estudiar.
video_1_segment_1110| Entre los bienes, unos son exteriores a nosotros, como la riqueza, el poder, los sonores, los amigos o la gloria. | Entre los bienes, unos son exteriores a nosotros, como la riqueza, el poder, los sonores, los amigos o la gloria.
video_1_segment_1111| y otros que no son necesarios, y que son corporales como las que se refieren al tacto y al gusto. El hombre intemperante | y otros que no son necesarios, y que son corporales como las que se refieren al tacto y al gusto El hombre intemperante.
video_1_segment_1112| en las cosas de esta última clase es al parecer el que debe llamarse absolutamente hablando intemperante. | en las cosas de esta ltima clase es al parecer el que debe llamarse absolutamente hablando intemperante.
video_1_segment_1113| se refieren únicamente al cuerpo y a esta clase de acceso es al que limitamos la intemperancia que nos proponemos estudiar. | se refieren nicamente al cuerpo y a esta clase de acceso es al que limitamos la intemperancia que nos proponemos estudiar.
video_1_segment_1114| preguntaba un poco más arriba a que se aplica especialmente a la imperancia. Respondo que hablando con propiedad no podría amarse a la imperante al que lo es | preguntaba un poco ms arriba a que se aplica especialmente a la imperancia Respondo que hablando con propiedad no podra amarse a la imperante al que lo es.
video_1_segment_1115| en un punto a honores porque se alaba generalmente al que tiene esta clase de intemperancia y se le llama ambicioso. Cuando hablamos | en un punto a honores porque se alaba generalmente al que tiene esta clase de intemperancia y se le llama ambicioso Cuando hablamos.
video_1_segment_1116| de un hombre que es intemperante en esta clase de cosas, añadimos ordinariamente el epíketo de intemperante en nombre de la cosa misma. | de un hombre que es intemperante en esta clase de cosas, aadimos ordinariamente el epketo de intemperante en nombre de la cosa misma.
video_1_segment_1117| y así decimos que es intemperante en punto a honores, en punto a gloria, en punto a cólera, pero cuando queremos designar al intemperante, | y as decimos que es intemperante en punto a honores, en punto a gloria, en punto a clera, pero cuando queremos designar al intemperante,.
video_1_segment_1118| imperante de una manera absoluta? No tenemos necesidad de añadir la indicación de las cosas en que lo es, porque se ve cuáles son las | imperante de una manera absoluta? No tenemos necesidad de aadir la indicacin de las cosas en que lo es, porque se ve cules son las.
video_1_segment_1119| cosas en que es intemperante, sin que haya de añadirse la designación especial. El intemperante, absolutamente hablando, lo es | cosas en que es intemperante, sin que haya de aadirse la designacin especial El intemperante, absolutamente hablando, lo es.
video_1_segment_112| muy bien los demás bienes, sin acordarse de la idea del bien, porque la idea no es el principio propio de este bien especial que se busca. | muy bien los dems bienes, sin acordarse de la idea del bien, porque la idea no es el principio propio de este bien especial que se busca.
video_1_segment_1120| es con relación a los placeres, | es con relacin a los placeres,.
video_1_segment_1121| la Intemperancia, puesto que se concede que el Intemperante es reprensible, los objetos de su Intemperancia deben ser también el poder. | la Intemperancia, puesto que se concede que el Intemperante es reprensible, los objetos de su Intemperancia deben ser tambin el poder.
video_1_segment_1122| las riquezas y todas las cosas analogas, respecto de las que cabe el nombre de intemperancia, no son reprensibles por sí mismos. | las riquezas y todas las cosas analogas, respecto de las que cabe el nombre de intemperancia, no son reprensibles por s mismos.
video_1_segment_1123| Por lo contrario, los placeres del cuerpo lo son y al que se entrega con exceso a ellos se llama con razón y justo motivo intempera | Por lo contrario, los placeres del cuerpo lo son y al que se entrega con exceso a ellos se llama con razn y justo motivo intempera.
video_1_segment_1124| Pero como de todas las intemperancias fuera de las de los placeles del cuerpo, es la de la cólera la más reprensible puede preguntar. | Pero como de todas las intemperancias fuera de las de los placeles del cuerpo, es la de la clera la ms reprensible puede preguntar.
video_1_segment_1125| ser si esta es más reprensible que la de los placeres. La intemperancia de la colera es absolutamente semejante al apuro que muestran | ser si esta es ms reprensible que la de los placeres La intemperancia de la colera es absolutamente semejante al apuro que muestran.
video_1_segment_1126| nos desclavos por servir con un excesivo celo a su Señor. Apenas este les dice, dame y de cuando llevados de su celo en | nos desclavos por servir con un excesivo celo a su Seor Apenas este les dice, dame y de cuando llevados de su celo en.
video_1_segment_1127| entregan antes de haber oído lo que deben entregar, y muchas veces engañan en la cosa que llevan a su Señor y en lugar del libro que este pedía, le | entregan antes de haber odo lo que deben entregar, y muchas veces engaan en la cosa que llevan a su Seor y en lugar del libro que este peda, le.
video_1_segment_1128| llevan un estilo para escribir. El intemperante en punto a cólera está en el mismo caso que estos esclavos. Apenas oye la primera vez. | llevan un estilo para escribir El intemperante en punto a clera est en el mismo caso que estos esclavos Apenas oye la primera vez.
video_1_segment_1129| la primera frase que creó fensiva cuando su corazón se llena de un deseo desenfrenado, de venganza, y ya no puede escuchar ni una sola palabra. | la primera frase que cre fensiva cuando su corazn se llena de un deseo desenfrenado, de venganza, y ya no puede escuchar ni una sola palabra.
video_1_segment_113| y se estudia. Socrates persigue una sombra cuando quiere convertir las virtudes en otras tantas ciencias. Mejor hubiera sosteniado. | y se estudia Socrates persigue una sombra cuando quiere convertir las virtudes en otras tantas ciencias Mejor hubiera sosteniado.
video_1_segment_1130| para poder saber si obra bien o mal, al ir ritarse o por lo menos si se irrita más de lo que deviera. Esta tendencia a la colega. | para poder saber si obra bien o mal, al ir ritarse o por lo menos si se irrita ms de lo que deviera Esta tendencia a la colega.
video_1_segment_1131| que puede llamarse en temperancia de cólera, no me parece muy reprensible. Pero la imperancia que abusa del placerlo es, a mi parecer, | que puede llamarse en temperancia de clera, no me parece muy reprensible Pero la imperancia que abusa del placerlo es, a mi parecer,.
video_1_segment_1132| mucho más. Este segundo arrebato difiere del otro en que la razón interviene en él para impedir que sea obre y al intemper | mucho ms Este segundo arrebato difiere del otro en que la razn interviene en l para impedir que sea obre y al intemper.
video_1_segment_1133| que se deja dominar por el placer obra contra la razón que le habla. Y así esta intemperancia merece más reprensión. | que se deja dominar por el placer obra contra la razn que le habla Y as esta intemperancia merece ms reprensin.
video_1_segment_1134| que la intensidad de la cólera está en un verdadero sufrimiento, en tanto que no puede uno en colorizarse sin sufrir. | que la intensidad de la clera est en un verdadero sufrimiento, en tanto que no puede uno en colorizarse sin sufrir.
video_1_segment_1135| Mientras que por lo contrario, la intensidad de la pasión de la deseo siempre va acompañada de placer. Esto es. | Mientras que por lo contrario, la intensidad de la pasin de la deseo siempre va acompaada de placer Esto es.
video_1_segment_1136| lo que la hace más reprensible, porque la interferencia que acompaña al placer parece una especie de insolencia y desafío a la razón. | lo que la hace ms reprensible, porque la interferencia que acompaa al placer parece una especie de insolencia y desafo a la razn.
video_1_segment_1137| ¿La templanza y la paciencia son una sola y misma virtud? La templanza se refiere a los placeres y es compre templado el que se hace. | ¿La templanza y la paciencia son una sola y misma virtud? La templanza se refiere a los placeres y es compre templado el que se hace.
video_1_segment_1138| que sabe dominar sus peligrosos atractivos. La paciencia, por lo contrario, solo se refiere al dolor y el que soporta y sufre los malos. | que sabe dominar sus peligrosos atractivos La paciencia, por lo contrario, solo se refiere al dolor y el que soporta y sufre los malos.
video_1_segment_1139| con resignación espaciente y firme. En igual forma, la Intemperancia y la Molície no son la misma cosa. Hay Molície. | con resignacin espaciente y firme En igual forma, la Intemperancia y la Molcie no son la misma cosa Hay Molcie.
video_1_segment_114| este otro principio de que en la naturaleza nada se hace en vano y entonces habría visto que si las virtudes sonciencias | este otro principio de que en la naturaleza nada se hace en vano y entonces habra visto que si las virtudes sonciencias.
